,Distance,EntityID,ReferenceID,UCRGroup,Class,Latitude,Longitude,GeoHash,DateTime,AgencyID,Agency,EventRecord
EVE13690777399645281284:3236531122,1.64,EVE13690777399645281284:3236531122,AVCC-2015-00000984,10,10,32.30191438978872,-106.75095201021128,9tspfb6k,2015-01-15 07:08:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00000984', 'Crime': 'NON-RESIDENTIAL BURGLARY', 'LocationType': 'Rental Storage Facility', 'AddressOfCrime': '14XX MISSOURI AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75095201021128', 'YCoordinate': '32.30191438978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-15 07:08:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '1.64', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE7517580368417004756:3236527634,8.20,EVE7517580368417004756:3236527634,AVCC-2015-00000382,10,10,32.16309491089329,-106.71392578623814,9tsngxj7,2015-01-15 06:53:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00000382', 'Crime': 'BREAKING AND ENTERING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '11XX HIGHWAY, LA MESA, NM 88044', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.71392578623814', 'YCoordinate': '32.16309491089329', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-15 06:53:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '8.20', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE11224931385804920770:3236530053,12.02,EVE11224931385804920770:3236530053,AVCC-2015-00000735,24,24,32.113017392238234,-106.68239323682084,9tsnsmur,2015-01-28 18:16:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00000735', 'Crime': 'CRIM. DAMAGE TO PROP. <$1000', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '1XX ESSLINGER RD, LA MESA, NM 88044', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.68239323682084', 'YCoordinate': '32.113017392238234', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 18:16:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '12.02', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE17843812166994316300:3236527788,3.08,EVE17843812166994316300:3236527788,AVCC-2015-00002120,17,17,32.32347428978872,-106.73679971021129,9tspghk9,2015-01-28 18:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00002120', 'Crime': 'AUTO BURGLARY', 'LocationType': 'Restaurant', 'AddressOfCrime': '25XX E LOHMAN AVE, LAS CRUCES, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73679971021129', 'YCoordinate': '32.32347428978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 18:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.08', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE16228307046769139213:3236530052,11.77,EVE16228307046769139213:3236530052,AVCC-2015-00000734,24,24,32.42380089223823,-106.63631313682085,9tu0mqtf,2015-01-28 17:05:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00000734', 'Crime': 'CRIM. DAMAGE TO PROP. <$1000', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '66XX HAWK RD, LAS CRUCES, NM 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.63631313682085', 'YCoordinate': '32.42380089223823', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 17:05:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '11.77', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE9380966632583882516:3236530050,1.42,EVE9380966632583882516:3236530050,AVCC-2015-00000733,10,10,32.26041402494596,-106.75313758388693,9tspdbbd,2015-01-28 16:43:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00000733', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '2XX ASTOR DR, LAS CRUCES, NM 88001', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75313758388693', 'YCoordinate': '32.26041402494596', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 16:43:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '1.42', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE16395289029697420708:3236530070,26.60,EVE16395289029697420708:3236530070,AVCC-2015-00000724,9,9,32.04473022160575,-106.38225753402865,9tsq71wf,2015-01-28 13:18:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '9', 'Class': 'Assault - Simple', 'IRNumber': 'AVCC-2015-00000724', 'Crime': 'BATTERY', 'LocationType': 'School-Elementary/Secondary', 'AddressOfCrime': '8XX COUNTY LINE DR, CHAPARRAL, NM 88081', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.38225753402865', 'YCoordinate': '32.04473022160575', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 13:18:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '26.60', 'label': 'Assault - Simple'}}, 'CustomHtml': ''}"
EVE4795885370173125789:3236530069,7.54,EVE4795885370173125789:3236530069,AVCC-2015-00000723,12,12,32.31580140042563,-106.86465697995722,9tspb4zt,2015-01-28 12:50:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00000723', 'Crime': 'ALL OTHER LARCENIES FEL/FIREARM', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '67XX VIA, LAS CRUCES, NM 88007', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.86465697995722', 'YCoordinate': '32.31580140042563', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 12:50:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '7.54', 'label': 'Theft'}}, 'CustomHtml': ''}"
EVE11215362634231031050:3236532313,2.16,EVE11215362634231031050:3236532313,AVCC-2015-00002009,10,10,32.30785708978872,-106.75797271021128,9tspf9mn,2015-01-28 12:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00002009', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '11XX ALAMO ST, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75797271021128', 'YCoordinate': '32.30785708978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 12:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.16', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE15749811141937365961:3236530261,26.96,EVE15749811141937365961:3236530261,AVCC-2015-00000716,10,10,32.01812202494596,-106.40039848388693,9tsq4u9x,2015-01-28 10:18:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00000716', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '4XX HERMOSA DR, CHAPARRAL, NM 88081', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.40039848388693', 'YCoordinate': '32.01812202494596', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-28 10:18:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '26.96', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE3561465136397766767:3236530259,10.94,EVE3561465136397766767:3236530259,AVCC-2015-00000714,24,24,32.12387459223823,-106.70624133682084,9tsnezfz,2015-01-27 23:00:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00000714', 'Crime': 'CRIM. DAMAGE TO PROP. <$1000', 'LocationType': 'Unknown/Other', 'AddressOfCrime': '5XX SAINT VALENTINE ST, LA MESA, NM 88044', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.70624133682084', 'YCoordinate': '32.12387459223823', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 23:00:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '10.94', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE7826980135194557344:3236530634,2.61,EVE7826980135194557344:3236530634,AVCC-2015-00001950,17,17,32.311776189788716,-106.76555271021128,9tspf6pt,2015-01-27 22:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00001950', 'Crime': 'AUTO BURGLARY', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '7XX S MESQUITE ST, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.76555271021128', 'YCoordinate': '32.311776189788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 22:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.61', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE4194947850447996377:3236530270,4.14,EVE4194947850447996377:3236530270,AVCC-2015-00000705,26,26,32.21972534436206,-106.75151349650959,9tsp6c3v,2015-01-27 18:10:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '26', 'Class': 'All Other - Non-Criminal', 'IRNumber': 'AVCC-2015-00000705', 'Crime': 'CRIMINAL TRESPASS', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '22XX SALOPEK RD, LAS CRUCES, NM 88005', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75151349650959', 'YCoordinate': '32.21972534436206', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 18:10:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '4.14', 'label': 'All Other - Non-Criminal'}}, 'CustomHtml': ''}"
EVE1844536832606512682:3236530686,3.12,EVE1844536832606512682:3236530686,AVCC-2015-00001912,10,10,32.31552108978872,-106.77481261021128,9tspf6bg,2015-01-27 16:40:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00001912', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '1XX S REYMOND ST, LAS CRUCES, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.77481261021128', 'YCoordinate': '32.31552108978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 16:40:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.12', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE3137968993969222484:3236530604,4.78,EVE3137968993969222484:3236530604,AVCC-2015-00001965,17,17,32.335335889788716,-106.79076411021128,9tspcymq,2015-01-27 16:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00001965', 'Crime': 'AUTO BURGLARY', 'LocationType': 'Unknown/Other', 'AddressOfCrime': '8XX CHATEAU DR, LAS CRUCES, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.79076411021128', 'YCoordinate': '32.335335889788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 16:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '4.78', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE7952533124136107311:3236530847,4.61,EVE7952533124136107311:3236530847,AVCC-2015-00000699,12,12,32.307399000425626,-106.81459417995723,9tspc37u,2015-01-27 15:50:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00000699', 'Crime': 'ALL OTHER LARCENIES FEL/FIREARM', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '8XX N MOTEL BLVD, LAS CRUCES, NM 88005', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.81459417995723', 'YCoordinate': '32.307399000425626', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 15:50:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '4.61', 'label': 'Theft'}}, 'CustomHtml': ''}"
EVE17004887022660444300:3236530842,5.81,EVE17004887022660444300:3236530842,AVCC-2015-00000698,12,12,32.309201586482565,-106.83600020561363,9tspbcsq,2015-01-27 15:36:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00000698', 'Crime': 'ALL OTHER LARCENIES', 'LocationType': 'Convenience Store', 'AddressOfCrime': '39XX W PICACHO AVE, LAS CRUCES, NM 88007', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.83600020561363', 'YCoordinate': '32.309201586482565', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 15:36:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '5.81', 'label': 'Theft'}}, 'CustomHtml': ''}"
EVE5805427655765865240:3236524917,3.52,EVE5805427655765865240:3236524917,AVCC-2015-00001891,10,10,32.324402189788714,-106.77092121021128,9tspfk7z,2015-01-27 13:24:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00001891', 'Crime': 'NON-RESIDENTIAL BURGLARY', 'AddressOfCrime': '2XX E PICACHO AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.77092121021128', 'YCoordinate': '32.324402189788714', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 13:24:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.52', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE14551889801521065271:3236526539,3.75,EVE14551889801521065271:3236526539,AVCC-2015-00001872,10,10,32.31803588978872,-106.78776411021128,9tspcgrd,2015-01-27 09:52:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00001872', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '13XX MCFIE AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.78776411021128', 'YCoordinate': '32.31803588978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 09:52:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.75', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE15269423929333895774:3236530667,1.40,EVE15269423929333895774:3236530667,AVCC-2015-00001916,10,10,32.29937888978872,-106.74358381021128,9tspdzzt,2015-01-27 08:15:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00001916', 'Crime': 'BURGLARY OF A DWELLING', 'AddressOfCrime': '18XX RENTFROW AVE #3, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.74358381021128', 'YCoordinate': '32.29937888978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-27 08:15:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '1.40', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE12921648520387075406:3236530866,11.72,EVE12921648520387075406:3236530866,AVCC-2015-00000685,9,9,32.424453692120245,-106.63938444549841,9tu0mqew,2015-01-26 22:15:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '9', 'Class': 'Assault - Simple', 'IRNumber': 'AVCC-2015-00000685', 'Crime': 'ASSAULT AGAINST HOUSEHOLD MEMBER', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '66XX MACARTHUR RD, LAS CRUCES, NM 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.63938444549841', 'YCoordinate': '32.424453692120245', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 22:15:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '11.72', 'label': 'Assault - Simple'}}, 'CustomHtml': ''}"
EVE980934846343243129:3236530862,13.71,EVE980934846343243129:3236530862,AVCC-2015-00000684,12,12,32.262736000425626,-106.97693657995723,9tezt9mb,2015-01-26 19:00:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00000684', 'Crime': 'ALL OTHER LARCENIES FEL/FIREARM', 'LocationType': 'Arena/Stadium/Fairgrounds', 'AddressOfCrime': 'SOUTHERN NEW MEXICO FAIRGROUNDS, 121XX ROBERT LA, LAS CRUCES, NM 88005', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.97693657995723', 'YCoordinate': '32.262736000425626', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 19:00:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '13.71', 'label': 'Theft'}}, 'CustomHtml': ''}"
EVE273706678294635656:3236530264,8.44,EVE273706678294635656:3236530264,AVCC-2015-00000702,24,24,32.166524092238234,-106.68737733682084,9tsnur8x,2015-01-26 18:00:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00000702', 'Crime': 'CRIM. DAMAGE TO PROP. <$1000', 'LocationType': 'Governemnt Building or Property', 'AddressOfCrime': '3XX HIGHWAY, Mesquite, NM 88048', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.68737733682084', 'YCoordinate': '32.166524092238234', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 18:00:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '8.44', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE12029298226589393034:3236530857,1.42,EVE12029298226589393034:3236530857,AVCC-2015-00000681,10,10,32.26041402494596,-106.75313758388693,9tspdbbd,2015-01-26 17:52:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00000681', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '2XX ASTOR DR, LAS CRUCES, NM 88001', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75313758388693', 'YCoordinate': '32.26041402494596', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 17:52:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '1.42', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE10989266806071621770:3236526600,2.77,EVE10989266806071621770:3236526600,AVCC-2015-00001840,16,16,32.30403378978872,-106.78023011021128,9tspf0v0,2015-01-26 17:16:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '16', 'Class': 'Motor Vehicle Theft', 'IRNumber': 'AVCC-2015-00001840', 'Crime': 'UNLAWFUL TAKING OF MOTOR VEHICLE', 'AddressOfCrime': '9XX S VALLEY DR, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.78023011021128', 'YCoordinate': '32.30403378978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 17:16:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.77', 'label': 'Motor Vehicle Theft'}}, 'CustomHtml': ''}"
EVE12386499103876780809:3236526706,2.26,EVE12386499103876780809:3236526706,AVCC-2015-00001830,10,10,32.29913478978872,-106.77372081021129,9tspdrcs,2015-01-26 16:05:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00001830', 'Crime': 'NON-RESIDENTIAL BURGLARY', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '2XX BUCKHORN AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.77372081021129', 'YCoordinate': '32.29913478978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 16:05:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.26', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE132067620004822053:3236530993,17.59,EVE132067620004822053:3236530993,AVCC-2015-00000671,22,22,32.04996221575415,-106.61234529705004,9tsnmfx2,2015-01-26 14:57:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '22', 'Class': 'Disorderly Conduct', 'IRNumber': 'AVCC-2015-00000671', 'Crime': 'DISTURBANCE', 'LocationType': 'School-Elementary/Secondary', 'AddressOfCrime': '1XX SHRODE RD, ANTHONY, NM 88021', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.61234529705004', 'YCoordinate': '32.04996221575415', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 14:57:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '17.59', 'label': 'Disorderly Conduct'}}, 'CustomHtml': ''}"
EVE10856744200833243004:3236531010,4.61,EVE10856744200833243004:3236531010,AVCC-2015-00000665,12,12,32.307399000425626,-106.81459417995723,9tspc37u,2015-01-26 10:55:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00000665', 'Crime': 'ALL OTHER LARCENIES FEL/FIREARM', 'LocationType': 'Highway/Road/Alley', 'AddressOfCrime': 'DASO Main Station, 8XX N MOTEL BLVD, LAS CRUCES, NM 88007', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.81459417995723', 'YCoordinate': '32.307399000425626', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 10:55:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '4.61', 'label': 'Theft'}}, 'CustomHtml': ''}"
EVE6154284614319655810:3236527115,7.37,EVE6154284614319655810:3236527115,AVCC-2015-00001798,10,10,32.382376889788716,-106.77529211021128,9tu04r09,2015-01-26 10:12:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00001798', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '47XX ZACHARY PL, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.77529211021128', 'YCoordinate': '32.382376889788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 10:12:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '7.37', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE18393889649530682222:3236527105,2.16,EVE18393889649530682222:3236527105,AVCC-2015-00001794,17,17,32.309668589788714,-106.73486461021129,9tspg1y1,2015-01-26 09:31:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00001794', 'Crime': 'AUTO BURGLARY', 'AddressOfCrime': '13XX DELANO DR, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73486461021129', 'YCoordinate': '32.309668589788714', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-01-26 09:31:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.16', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
